Teks,Bab,Pasal,Ayat,Poin,Penjelasan
"b. batasan peredaran bruto tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada ayat (2a), ditetapkan dengan Peraturan Menteri Keuangan setelah dikonsultasikan dengan Dewan Perwakilan Rakyat Republik Indonesia. ",II,4,3,b,Bukan
"Ayat (1) Untuk menghitung besarnya Penghasilan Kena Pajak dari Wajib Pajak orang pribadi dalam negeri, penghasilan netonya dikurangi dengan jumlah Penghasilan Tidak Kena Pajak. Di samping untuk dirinya, kepada Wajib Pajak yang sudah kawin diberikan tambahan Penghasilan Tidak Kena Pajak. Bagi Wajib Pajak yang isterinya menerima atau memperoleh penghasilan yang digabung dengan penghasilannya, Wajib Pajak tersebut mendapat tambahan Penghasilan Tidak Kena Pajak untuk seorang isteri paling sedikit Rp54.00 0.000,00 (lima puluh empat juta rupiah). Wajib Pajak yang mempunyai anggota keluarga sedarah dan semenda dalam garis keturunan lurus yang menjadi tanggungan sepenuhnya, misalnya orang tua, mertua, anak kandung, atau anak angkat diberikan tambahan Penghasilan Tidak Kena Pajak untuk paling banyak 3 (tiga) orang. Yang dimaksud dengan “anggota keluarga yang menjadi tanggungan sepenuhnya” adalah anggota keluarga yang tidak mempunyai penghasilan dan seluruh biaya hidupnya ditanggung oleh Wajib Pajak. Contoh: Wajib Pajak A mempunyai seorang isteri dengan tanggungan 4 (empat) orang anak. Apabila isterinya memperoleh penghasilan dari satu pemberi kerja yang sudah dipotong Pajak Penghasilan Pasal 21 dan pekerjaan tersebut tidak ada hubungannya dengan usaha suami atau anggota keluarga lainnya, besarnya Penghasilan Tidak Kena Pajak yang diberikan kepada Wajib Pajak A adalah sebesar Rp72.000.000,00 (Rp5.000.000,00 + Rp4.500.000,00 + (3 x Rp4.500.000,00)), sedangkan untuk isterinya, pada saat pemotongan Pajak Penghasilan Pasal 21 oleh pemberi kerja diberikan Penghasilan Tidak Kena Pajak sebesar Rp54.000.000,00 (lima puluh empat juta rupiah). Apabila penghasilan isteri harus digabung dengan penghasilan suami, besarnya Penghasilan Tidak Kena Pajak yang diberikan kepada Wajib Pajak A adalah sebesar Rp126.000.000,00 (Rp72.000.000,00 + Rp5.000.000,00).TaxBase 6.0 Document - Page : 23Ayat (2) Penghitungan besarnya Penghasilan Tidak Kena Pajak sebagaimana dimaksud pada ayat (1) ditentukan menurut keadaan Wajib Pajak pada awal tahun pajak atau pada awal bagian tahun pajak . Misalnya, pada tanggal 1 Januari 2021 Wajib Pajak B berstatus kawin dengan tanggungan 1 (satu) orang anak. Apabila anak yang kedua lahir setelah tanggal 1 Januari 2021, besarnya Penghasilan Tidak Kena Pajak yang diberikan kepada Wajib Pajak B untuk tahun pajak 2 02l tetap dihitung berdasarkan status kawin dengan 1 (satu) anak. Ayat (2a) Cukup jelas. Ayat (3) Berdasarkan ketentuan ini Menteri Keuangan diberikan wewenang untuk mengubah besarnya: ",II,4,3,b,Ya
a.Penghasilan Tidak Kena Pajak sebagaimana dimaksud pada ayat (1); dan ,II,4,3,a,Bukan
"b.batasan peredaran bruto tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada ayat (2a) , setelah berkonsultasi dengan alat kelengkapan Dewan Perwakilan Rakyat Republik Indonesia yang bersifat tetap, yaitu komisi yang tugas dan kewenangannya di bidang keuangan, perbankan, dan perencanaan pembangunan dengan mempertimbangkan perkembangan ekonomi dan moneter serta perkembangan harga kebutuhan pokok setiap tahunnya. ",II,4,3,b,Bukan
"(1)Seluruh penghasilan atau kerugian bagi wanita yang telah kawin pada awal tahun pajak atau pada awal bagian tahun pajak, begitu pula kerugiannya yang berasal dari tahun-tahun sebelumnya yang belum dikompensasikan sebagaimana dimaksud dalam Pasal 6 ayat (2) dianggap sebagai penghasilan atau kerugian suaminya, kecuali penghasilan tersebut semata-mata diterima atau diperoleh dari 1 (satu) pemberi kerja yang telah dipotong pajak berdasarkan ketentuan Pasal 21 dan pekerjaan tersebut tidak ada hubungannya dengan usaha atau pekerjaan bebas suami atau anggota keluarga lainnya. ",II,8,1,,Bukan
(2)Penghasilan suami-isteri dikenai pajak secara terpisah apabila : ,II,8,2,,Bukan
a.suami-isteri telah hidup berpisah berdasarkan putusan hakim; ,II,8,2,a,Bukan
b.dikehendaki secara tertulis oleh suami-isteri berdasarkan perjanjian pemisahan harta dan penghasilan; atau ,II,8,2,b,Bukan
c.dikehendaki oleh isteri yang memilih untuk menjalankan hak dan kewajiban perpajakannya sendiri. ,II,8,2,c,Bukan
(3)Penghasilan neto suami-isteri sebagaimana dimaksud pada ayat (2) huruf b dan huruf c dikenai pajak berdasarkan penggabungan penghasilan neto suami isteri dan besarnya pajak yang harus dilunasi oleh masing-masing suami-isteri dihitung sesuai dengan perbandingan penghasilan neto mereka. ,II,8,3,,Bukan
(4)Penghasilan anak yang belum dewasa digabung dengan penghasilan orang tuanya. ,II,8,4,,Bukan
"Sistem pengenaan pajak berdasarkan Undang-Undang ini menempatkan keluarga sebagai satu kesatuan ekonomis, artinya penghasilan atau kerugian dari seluruh anggota keluarga digabungkan sebagai satu kesatuan yang dikenai pajak dan pemenuhan kewajiban pajaknya dilakukan oleh kepala keluarga. Namun, dalam hal-hal tertentu pemenuhan kewajiban pajak tersebut dilakukan secara terpisah Ayat (1) Penghasilan atau kerugian bagi wanita yang telah kawin pada awal tahun pajak atau pada awal bagian tahun pajak dianggap sebagai penghasilan atau kerugian suaminya dan dikenai pajak sebagai satu kesatuan. Penggabungan tersebut tidak dilakukan dalam hal penghasilan isteri diperoleh dari pekerjaan sebagai pegawai yang telah dipotong pajak oleh pemberi kerja, dengan ketentuan bahwa : ",II,8,4,,Ya
"a.penghasilan isteri tersebut semata-mata diperoleh dari satu pemberi kerja, dan ",II,8,4,a,Bukan
"b.penghasilan isteri tersebut berasal dari pekerjaan yang tidak ada hubungannya dengan usaha atau pekerjaan bebas suami atau anggota keluarga lainnya.TaxBase 6.0 Document - Page : 24Contoh: Wajib Pajak A yang memperoleh penghasilan neto dari usaha sebesar Rp100.000.000,00 (seratus juta rupiah) mempunyai seorang isteri yang menjadi pegawai dengan penghasilan neto sebesar Rp70.000.000,00 (tujuh puluh juta rupiah). Apabila penghasilan isteri tersebut diperoleh dari satu pemberi kerja dan telah dipotong pajak oleh pemberi kerja dan pekerjaan tersebut tidak ada hubungannya dengan usaha suami atau anggota keluarga lainnya, penghasilan neto sebesar Rp70.000.000,00 (tujuh puluh juta rupiah) tidak digabung dengan penghasilan A dan pengenaan pajak atas penghasilan isteri tersebut bersifat final. Apabila selain menjadi pegawai, isteri A juga menjalankan usaha, misalnya salon kecantikan dengan penghasilan neto sebesar Rp80.000.000,00 (delapan puluh juta rupiah), seluruh penghasilan isteri sebesar Rp150.000.000,00 (Rp70.000.000,00 + Rp80.000.000,00) digabungkan dengan penghasilan A. Dengan penggabungan tersebut, A dikenai pajak atas penghasilan neto sebesar Rp250.000.000,00 (Rp100.000.000,00 + Rp70.000.000,00 + Rp80.000.000,00). Potongan pajak atas penghasilan isteri tidak bersifat final, artinya dapat dikreditkan terhadap pajak yang terutang atas penghasilan sebesar Rp250.000.000,00 (dua ratus lima puluh juta rupiah) tersebut yang dilaporkan dalam Surat Pemberitahuan Tahunan Pajak Penghasilan . Ayat (2) dan ayat (3) Dalam hal suami-isteri telah hidup berpisah berdasarkan keputusan hakim, penghitungan Penghasilan Kena Pajak dan pengenaan pajaknya dilakukan sendiri-sendiri. Apabila suami isteri mengadakan perjanjian pemisahan harta dan penghasilan secara tertulis atau jika isteri menghendaki untuk menjalankan hak dan kewajiban perpajakannya sendiri, penghitungan pajaknya dilakukan berdasarkan penjumlahan penghasilan neto suami-isteri dan masing-masing memikul beban pajak sebanding dengan besarnya penghasilan neto . Contoh: Penghitungan pajak bagi suami-isteri yang mengadakan perjanjian pemisahan penghasilan secara tertulis atau jika isteri menghendaki untuk menjalankan hak dan kewajiban perpajakannya sendiri adalah sebagai berikut. Dari contoh pada ayat (1), apabila isteri menjalankan usaha salon kecantikan, pengenaan pajaknya dihitung berdasarkan jumlah penghasilan sebesar Rp250.000.000,00 (dua ratus lima puluh juta rupiah) . Misalnya, pajak yang terutang atas jumlah penghasilan tersebut adalah sebesar Rp27.550.000,00 (dua puluh tujuh juta lima ratus lima puluh ribu rupiah) maka untuk masing-masing suami dan isteri pengenaan pajaknya dihitung sebagai berikut : -Suami   : 100.000.000,00 250.000.000,00x Rp27.550.000,00 = Rp 11.020 .000,00 -Isteri    : 150.000.000,00 250.000.000,00x Rp27.550.000,00 = Rp 16.530 .000,00 Ayat (4) Penghasilan anak yang belum dewasa dari mana pun sumber penghasilannya dan apa pun sifat pekerjaannya digabung dengan penghasilan orang tuanya dalam tahun pajak yang sama. Yang dimaksud dengan “anak yang belum dewasa” adalah anak yang belum berumur 18 (delapan belas) tahun dan belum pernah menikah. Apabila seorang anak belum dewasa, yang orang tuanya telah berpisah, menerima atau memperoleh penghasilan, pengenaan pajaknya digabungkan dengan penghasilan ayah atau ibunya berdasarkan keadaan sebenarnya. ",II,8,4,b,Bukan
(1)Untuk menentukan besarnya Penghasilan Kena Pajak bagi Wajib Pajak dalam negeri dan bentuk usaha tetap tidak boleh dikurangkan : ,II,9,1,,Bukan
"a.pembagian laba dengan nama dan dalam bentuk apapun seperti dividen, termasuk dividen yang dibayarkan oleh perusahaan asuransi kepada pemegang polis, dan pembagian sisa hasil usaha koperasi; ",II,9,1,a,Bukan
"b.biaya yang dibebankan atau dikeluarkan untuk kepentingan pribadi pemegang saham, sekutu,TaxBase 6.0 Document - Page : 25atau anggota; ",II,9,1,b,Bukan
"c.pembentukan atau pemupukan dana cadangan, kecuali : 1.cadangan piutang tak tertagih untuk usaha bank dan badan usaha lain yang menyalurkan kredit, sewa guna usaha dengan hak opsi, perusahaan pembiayaan konsumen, dan perusahaan anjak piutang; 2.cadangan untuk usaha asuransi termasuk cadangan bantuan sosial yang dibentuk oleh Badan Penyelenggara Jaminan Sosial; 3.cadangan penjaminan untuk Lembaga Penjamin Simpanan; 4.cadangan biaya reklamasi untuk usaha pertambangan; 5.cadangan biaya penanaman kembali untuk usaha kehutanan; dan 6.cadangan biaya penutupan dan pemeliharaan tempat pembuangan limbah industri untuk usaha pengolahan limbah industri, yang ketentuan dan syarat-syaratnya diatur dengan atau berdasarkan Peraturan Menteri Keuangan; ",II,9,1,c,Bukan
"d.premi asuransi kesehatan, asuransi kecelakaan, asuransi jiwa, asuransi dwiguna, dan asuransi bea siswa, yang dibayar oleh Wajib Pajak orang pribadi, kecuali jika dibayar oleh pemberi kerja dan premi tersebut dihitung sebagai penghasilan bagi Wajib Pajak yang bersangkutan; ",II,9,1,d,Bukan
e.dihapus; ,II,9,1,e,Bukan
f.jumlah yang melebihi kewajaran yang dibayarkan kepada pemegang saham atau kepada pihak yang mempunyai hubungan istimewa sebagai imbalan sehubungan dengan pekerjaan yang dilakukan; ,II,9,1,f,Bukan
"g.harta yang dihibahkan, bantuan atau sumbangan, dan warisan sebagaimana dimaksud dalam ",II,9,1,g,Bukan
"ayat (1) huruf i sampai dengan huruf m serta zakat yang diterima oleh badan amil zakat atau lembaga amil zakat yang dibentuk atau disahkan oleh pemerintah atau sumbangan keagamaan yang sifatnya wajib bagi pemeluk agama yang diakui di Indonesia, yang diterima oleh lembaga keagamaan yang dibentuk atau disahkan oleh pemerintah, yang ketentuannya diatur dengan atau berdasarkan Peraturan Pemerintah; ",II,4,1,g,Bukan
h.Pajak Penghasilan; ,II,4,1,h,Bukan
i.biaya yang dibebankan atau dikeluarkan untuk kepentingan pribadi Wajib Pajak atau orang yang menjadi tanggungannya; ,II,4,1,i,Bukan
"j.gaji yang dibayarkan kepada anggota persekutuan, firma, atau perseroan komanditer yang modalnya tidak terbagi atas saham; ",II,4,1,j,Bukan
"k.sanksi administrasi berupa bunga, denda, dan kenaikan serta sanksi pidana berupa denda yang berkenaan dengan pelaksanaan perundang-undangan di bidang perpajakan. ",II,4,1,k,Bukan
"(2)Pengeluaran untuk mendapatkan, menagih, dan memelihara penghasilan yang mempunyai masa manfaat lebih dari 1 (satu) tahun tidak dibolehkan untuk dibebankan sekaligus, melainkan dibebankan melalui penyusutan atau amortisasi sebagaimana dimaksud dalam Pasal 11 atau Pasal 11A. ",II,4,2,,Bukan
"Ayat (1) Pengeluaran yang dilakukan Wajib Pajak dapat dibedakan antara pengeluaran yang boleh dan yang tidak boleh dibebankan sebagai biaya. Pada prinsipnya biaya yang boleh dikurangkan dari penghasilan bruto adalah biaya yang mempunyai hubungan langsung dan tidak langsung dengan usaha atau kegiatan untuk mendapatkan, menagih, dan memelihara penghasilan yang merupakan objek pajak yang pembebanannya dapat dilakukan dalam tahun pengeluaran atau selama masa manfaat dari pengeluaran tersebut. Pengeluaran yang tidak boleh dikurangkan dari penghasilan bruto meliputi pengeluaran yang sifatnya pemakaian penghasilan atau yang jumlahnya melebihi kewajaran. ",II,4,2,,Ya
"Huruf a Pembagian laba dengan nama dan dalam bentuk apa pun, termasuk pembayaran dividen kepada pemilik modal, pembagian sisa hasil usaha koperasi kepada anggotanya, dan pembayaran dividen oleh perusahaan asuransi kepada pemegang polis, tidak boleh dikurangkan dari penghasilan badan yang membagikannya karena pembagian laba tersebut merupakan bagian dari penghasilan badan tersebut yang akan dikenai pajak berdasarkan Undang-Undang ini. ",II,4,2,u,Bukan
"Huruf bTaxBase 6.0 Document - Page : 26Tidak dapat dikurangkan dari penghasilan bruto perusahaan adalah biaya-biaya yang dikeluarkan atau dibebankan oleh perusahaan untuk kepentingan pribadi pemegang saham, sekutu atau anggota, seperti perbaikan rumah pribadi, biaya perjalanan, biaya premi asuransi yang dibayar oleh perusahaan untuk kepentingan pribadi para pemegang saham atau keluarganya. ",II,4,2,u,Bukan
Huruf c Cukup jelas . ,II,4,2,u,Bukan
"Huruf d Premi untuk asuransi kesehatan, asuransi kecelakaan, asuransi jiwa, asuransi dwiguna, dan asuransi bea siswa yang dibayar sendiri oleh Wajib Pajak orang pribadi tidak boleh dikurangkan dari penghasilan bruto, dan pada saat orang pribadi dimaksud menerima penggantian atau santunan asuransi, penerimaan tersebut bukan merupakan Objek Pajak. Apabila premi asuransi tersebut dibayar atau ditanggung oleh pemberi kerja, maka bagi pemberi kerja pembayaran tersebut boleh dibebankan sebagai biaya dan bagi pegawai yang bersangkutan merupakan penghasilan yang merupakan Objek Pajak . ",II,4,2,u,Bukan
Huruf e Dihapus. ,II,4,2,u,Bukan
"Huruf f Dalam hubungan pekerjaan, kemungkinan dapat terjadi pembayaran imbalan yang diberikan kepada pegawai yang juga pemegang saham. Karena pada dasarnya pengeluaran untuk mendapatkan, menagih, dan memelihara penghasilan yang boleh dikurangkan dari penghasilan bruto adalah pengeluaran yang jumlahnya wajar sesuai dengan kelaziman usaha, berdasarkan ketentuan ini jumlah yang melebihi kewajaran tersebut tidak boleh dibebankan sebagai biaya. Jumlah wajar sebagaimana dimaksud dalam ayat ini merupakan jumlah yang tidak melebihi dari jumlah yang seharusnya dikeluarkan oleh pemberi kerja sebagai imbalan sehubungan dengan pekerjaan jika dilakukan oleh pihak yang tidak mempunyai hubungan istimewa. Misalnya, seorang tenaga ahli yang merupakan pemegang saham dari suatu badan memberikan jasa kepada badan tersebut dengan memperoleh imbalan sebesar Rp 50.000.000,00 (lima puluh juta rupiah). Apabila untuk jasa yang sama yang diberikan oleh tenaga ahli lain yang setara hanya dibayar sebesar Rp20.000.000,00 (dua puluh juta rupiah), jumlah sebesar Rp30.000.000,00 (tiga puluh juta rupiah) tidak boleh dibebankan sebagai biaya. Bagi tenaga ahli yang juga sebagai pemegang saham tersebut jumlah sebesar Rp30.000.000,00 (tiga puluh juta rupiah) dimaksud dianggap sebagai dividen. ",II,4,2,u,Bukan
Huruf g Cukup jelas . ,II,4,2,u,Bukan
Huruf h Yang dimaksudkan dengan Pajak Penghasilan dalam ketentuan ini adalah Pajak Penghasilan yang terutang oleh Wajib Pajak yang bersangkutan. ,II,4,2,u,Bukan
"Huruf i Biaya untuk keperluan pribadi Wajib Pajak atau orang yang menjadi tanggungannya, pada hakekatnya merupakan penggunaan penghasilan oleh Wajib Pajak yang bersangkutan. Oleh karena itu biaya tersebut tidak boleh dikurangkan dari penghasilan bruto perusahaan . ",II,4,2,u,Bukan
"Huruf j Anggota firma, persekutuan dan perseroan komanditer yang modalnya tidak terbagi atas saham diperlakukan sebagai satu kesatuan, sehingga tidak ada imbalan sebagai gaji. Dengan demikian gaji yang diterima oleh anggota persekutuan, firma, atau perseroan komanditer yang modalnya tidak terbagi atas saham, bukan merupakan pembayaran yang boleh dikurangkan dari penghasilan bruto badan tersebut. ",II,4,2,u,Bukan
"Huruf k Cukup jelas.TaxBase 6.0 Document - Page : 27Ayat (2) Sesuai dengan kelaziman usaha, pengeluaran yang mempunyai peranan terhadap penghasilan untuk beberapa tahun, pembebanannya dilakukan sesuai dengan jumlah tahun lamanya pengeluaran tersebut berperan terhadap penghasilan. Sejalan dengan prinsip penyelarasan antara pengeluaran dengan penghasilan, dalam ketentuan ini pengeluaran untuk mendapatkan, menagih, dan memelihara penghasilan yang mempunyai masa manfaat lebih dari 1 (satu) tahun tidak dapat dikurangkan sebagai biaya perusahaan sekaligus pada tahun pengeluaran, melainkan dibebankan melalui penyusutan dan amortisasi selama masa manfaatnya sebagaimana diatur dalam Pasal 11 dan Pasal 11A. ",II,4,2,u,Bukan
"(1)Harga perolehan atau harga penjualan dalam hal terjadi jual beli harta yang tidak dipengaruhi hubungan istimewa sebagaimana dimaksud dalam Pasal 18 ayat (4) adalah jumlah yang sesungguhnya dikeluarkan atau diterima, sedangkan apabila terdapat hubungan istimewa adalah jumlah yang seharusnya dikeluarkan atau diterima. ",II,10,1,,Bukan
(2)Nilai perolehan atau nilai penjualan dalam hal terjadi tukar-menukar harta adalah jumlah yang seharusnya dikeluarkan atau diterima berdasarkan harga pasar. ,II,10,2,,Bukan
